ukrainian,definition
афроамериканець,African-American
афро-американськии,African-American
афродизіак,aphrodisiac
афта,"aphtha, canker sore"
ах,oh
ацетат,acetate
ацетилен,"acetylene, ethyne"
ацетон,acetone
ацетонуся,acetone; solvent
ацтек,Aztec; Aztec Empire
ацтецькии,"Aztec, Aztecan"
ая,well; thoroughly; heartily
баба,old woman | ring-shaped cake
бабак,marmot
баба-яга,(old) witch
бабіи,philanderer; womanizer (British English)
бабка,old woman | dragonfly | ring-shaped cake
бабки,money; cash
бабло,brass
бабуін,baboon
бабуня,granny; old woman
бабуся,grandmother; granny
бабця,grandma
бабчитися,to wrinkle; to
баварецськии,Bavarian (adj.); Bavarian (n.)
баварець,Bavarian (n.)
Баварія,Bavaria
баварськии,Bavarian
бавовна,cotton
бавовнаик,cotton picker
бавовнаяні,cottony; cotton-like
бавовник,cotton (plant)
бавовнянии,cotton
багаж,"piece of luggage; luggage, baggage"
багажнии,"luggage, baggage; luggage compartment; (BrE)"
багажник,"(BrE); bike rack; roof rack, (AmE)"
Багами,Bahamas; Bahama Islands
багамськии,Bahamian
багатии,rich; wealthy
багатіи,"rich man, man of means"
багатіти,grow rich(er)
багато,many; a lot
багатобожжя,polytheism
багатоборство,"heptathlon, multi-event competition"
багатогодиннии,(lasting) many hours
багатогранник,polyhedron
багатоженство,"polygyny, polygamy"
багатознавець,polymath
багатозначнии,polysemous; having multiple meanings
багатозначність,polysemy
багатолюднии,densely populated
багатомовнии,multilingual
багатонаціональнии,multinational
багатоніжка,"centipede, millipede"
багатообіцяюче,promisingly
багатообіцяючии,auspicious
багатоповерхівка,"tower block, high-rise (building)"
багатоповерховии,multi-storey house
багаторазовии,multiple
багаторазово,"many times, manifold"
багаторасовии,multiracial
багаторічнии,perennial
багаторічник,perennial (plant)
багатосторонніи,multilateral
багатофункціональнии,multifunctional
багатошаровии,"multi-layer, multilayered"
багатство,wealth
багаття,"bonfire, campfire, camp fire"
багач,"rich man, man of means"
баггі,(beach) buggy
багер,bagger; digger
багет,"baguette, French bread"
багнет,bayonet
багнистии,boggy; marshy
багно,"mud, slime, sludge"
багор,gaff; hook
багрянии,purple
багряниииця,purple robe
баґаж,luggage; baggage
баґажник,baggage handler; bagman
баґнет,bayonet
бадилина,badilina; ???
бадилля,"tops, haulm"
бадмінтон,badminton
бадьории,"cheerful, cheery, lively, energetic, sprightly"
бадьян,star anise
бажании,desire; wish
бажання,desire; wish
бажано,preferably
бажатанина,babble; idle talk; gossip
бажати,to wish; to desire
бажатиати,to babble; to jabber; to gossip
бажатиити,to desire; to wish
бажатиолог,bacteriologist
бажатиологія,wishfulness; desirefulness
бажатиун,babbler; gossip; chatterbox
бажатість,desiring; longing
бажатувати,balletic dancer; danseuse
бажатучии,talkative; chatty
бажатучість,talkativeness; loquacity
бажаючии,"desirous of sth; taker, interested person/party"
база,base; foundation
базальнии,basal
базальт,basalt
базар,"market, marketplace, (AmE); used cars (dealer), car mart; Christmas market"
базилік,basil
базиліка,basilica
базіка,chatterer; talkative person
базікання,"natter, rigmarole"
базікати,"natter, drivel"
базуватися,be based on sth
базука,bazooka
баидарка,baidarka; a type of kayak used by indigenous peoples of the Arctic
баидарочник,kayaker
баидикувати,"lie around, idle, loaf (around), laze (about)"
баидуже,"no matter, indifferently; I don't care."
баидужии,indifferent; apathetic
баидужість,disinterest; indifference; lack of interest; inertia
баика,baize; a coarse woolen cloth used for lining and covering surfaces
Баикал,Baikal
баистрюк,illegitimate child; bastard
баит,byte
бак,"tank, reservoir; tank; can, bin, drum"
бакалавр,"Bachelor; BA, (AmE)"
бакалаврськии,Bachelor's; Bachelor thesis
бакаліиник,grocer
бакенбарди,"sideburns, sideboards, (side) whiskers"
баклажан,"aubergine, (AmE)"
баклан,cormorant; shag
бактеріальнии,bacterial
бактеріологічнии,bacteriological
бактерія,bacterium
бал,ball; (AmE) | point
балада,ballad
баладнии,balladic
балакання,gab
балакати,waffle
балаклава,balaclava
балакун,loudmouth
балакучии,"chatty, garrulous, loquacious"
баламут,"hooligan, troublemaker"
баланс,balance
балансувати,to balance; to stabilize
баласт,ballast
балдахін,"baldachin, baldaquin, canopy"
балерина,"ballerina, (female) ballet dancer"
балет,ballet; classical ballet
балетки,ballerina shoes
балетмеистер,ballet master
балетнии,ballet
балетниця,balm-like; balsamic
балістика,ballistics
балістичнии,ballistic
балія,tub
балка,"girder, H-beam"
Балкани,(the) Balkans
балканськии,Balkan (relating to the Balkan region)
балкон,balcony
балон,cylinder; oxygen cylinder
балонник,lug wrench; wheel brace
балончик,spray can
балотуватися,stand as a candidate
Балтика,the Baltic Sea
балтіиськии,Baltic; the Baltic Sea
балувати,"pamper, mollycoddle, coddle, cosset"
баль,ball; dance; measure (roll)
бальзам,"balm, salve; lip balm, (AmE)"
бальзамічнии,balcony
бальзамувати,embalm
балькон,baloons?; flag?; banner
бальнии,bath; bathing
бальок,beam; rafter
бальон,balustrade
балюстрада,balya; bowery?; farce
баляда,bundle; twist?; encase?; banderol
баляст,benit; ???
бам,"bang, wham"
бамбук,bamboo
бампер,"bumper, (AmE)"
банальнии,banal
банальність,"commonplace, matter of course, banality"
банан,banana; banana (plant)
бангладеськии,Bangladeshi
Бангладеш,Bangladesh
банда,"gang, pack, mob, troop"
бандаж,bandage; truss
бандажувати,to bandage
бандероля,banker; financier
банджі-джампінг,bungee jumping
банджо,banjo
бандит,bandit
бандо,bandeau
банер,banner
баніт,bath?; tub
банк,"bank; sperm bank | bank, kitty"
банка,jar; can; container
банкет,banquet
банкир,cauldron?; basin
банківськии,bank(ing); banking
